Date,07/02/2020,Material,Brass,6min heating,,,,
Time,TempOne,TempTwo,TempThree,TempFour,TempFive,TempSix,TempSeven,Atmospheric
382052,344.71,309.46,298.02,286.96,284.78,284.09,283.03,283.84
382189,344.65,309.46,298.02,286.96,284.78,284.09,283.03,283.9
382326,344.59,309.46,298.02,286.96,284.78,284.03,283.03,283.9
382464,344.59,309.46,298.02,286.9,284.71,284.03,283.03,283.84
382601,344.52,309.46,298.02,286.9,284.71,284.03,283.03,283.84
382738,344.52,309.46,298.09,286.9,284.71,284.03,283.03,283.9
382876,344.46,309.46,298.09,286.96,284.71,284.03,283.03,283.84
383013,344.46,309.4,298.09,286.96,284.78,284.09,283.03,283.84
383151,344.34,309.46,298.09,286.96,284.78,284.09,283.09,283.84
383288,344.34,309.46,298.09,286.96,284.78,284.03,283.09,283.84
383425,344.27,309.46,298.09,286.9,284.78,284.03,283.09,283.84
383562,344.21,309.46,298.09,286.9,284.78,284.03,283.09,283.84
383700,344.21,309.46,298.09,286.9,284.78,284.03,283.03,283.9
383838,344.15,309.46,298.09,286.9,284.78,284.03,283.03,283.9
383975,344.15,309.46,298.09,286.96,284.78,284.03,283.03,283.9
384112,344.09,309.46,298.02,286.96,284.78,284.03,283.03,283.84
384249,344.09,309.46,298.02,286.96,284.78,284.09,283.03,283.84
384387,343.96,309.46,298.02,286.96,284.78,284.09,283.03,283.84
384524,343.96,309.46,298.09,286.9,284.78,284.03,283.03,283.84
384662,343.9,309.46,298.09,286.9,284.78,284.03,283.03,283.9
384799,343.9,309.46,298.09,286.96,284.78,284.03,283.03,283.9
384936,343.84,309.53,298.09,286.9,284.78,284.03,283.03,283.9
385074,343.77,309.4,298.09,286.9,284.78,284.09,283.09,283.9
385211,343.77,309.4,298.09,286.96,284.78,284.09,283.09,283.9
385348,343.71,309.46,298.09,286.96,284.78,284.09,283.09,283.9
385485,343.71,309.46,298.09,286.96,284.84,284.03,283.09,283.9
385624,343.59,309.53,298.09,286.96,284.84,284.03,283.15,283.9
385761,343.59,309.53,298.09,286.96,284.78,284.03,283.15,283.9
385898,343.52,309.53,298.09,286.96,284.78,284.03,283.09,283.9
386035,343.52,309.53,298.15,286.96,284.78,284.09,283.09,283.9
386172,343.46,309.53,298.15,286.96,284.78,284.09,283.09,283.9
386310,343.4,309.46,298.09,286.96,284.78,284.09,283.09,283.96
386448,343.4,309.46,298.09,286.96,284.78,284.09,283.09,283.96
386585,343.27,309.46,298.09,286.96,284.78,284.09,283.09,283.96
386722,343.27,309.46,298.09,286.96,284.78,284.09,283.09,283.96
386860,343.15,309.53,298.09,287.03,284.78,284.09,283.09,283.96
386997,343.15,309.53,298.15,286.96,284.78,284.09,283.15,283.96
387134,343.09,309.53,298.15,286.96,284.78,284.09,283.15,283.96
387272,343.09,309.53,298.09,286.96,284.84,284.09,283.15,283.96
387409,343.02,309.53,298.09,286.96,284.78,284.09,283.15,283.96
387547,343.02,309.53,298.09,286.96,284.78,284.09,283.09,283.96
387684,342.96,309.53,298.09,286.96,284.84,284.09,283.09,283.96
387821,342.84,309.46,298.09,286.96,284.84,284.09,283.09,283.96
387958,342.84,309.53,298.09,286.96,284.71,284.09,283.09,283.96
388097,342.84,309.53,298.09,287.03,284.71,284.09,283.09,283.96
388234,342.84,309.46,298.15,287.03,284.78,284.09,283.09,283.96
388371,342.71,309.46,298.09,286.96,284.78,284.09,283.09,283.96
388508,342.71,309.53,298.09,286.96,284.84,284.09,283.15,283.96
388645,342.65,309.53,298.09,286.96,284.78,284.15,283.15,283.96
388783,342.65,309.46,298.09,286.96,284.78,284.15,283.09,283.96
388921,342.52,309.53,298.09,287.03,284.78,284.09,283.09,284.03
389058,342.46,309.53,298.09,286.96,284.78,284.09,283.15,284.03
389195,342.46,309.53,298.15,286.96,284.84,284.09,283.15,283.96
389332,342.34,309.53,298.15,286.96,284.84,284.09,283.15,284.03
389470,342.34,309.53,298.15,286.96,284.78,284.15,283.15,284.03
389607,342.27,309.53,298.15,287.03,284.78,284.15,283.15,283.96
389745,342.27,309.46,298.15,287.03,284.84,284.09,283.15,283.96
389882,342.21,309.53,298.15,286.96,284.78,284.09,283.15,283.96
390020,342.21,309.53,298.15,286.96,284.78,284.09,283.15,283.96
390157,342.09,309.53,298.09,286.96,284.78,284.09,283.15,284.03
390294,342.02,309.53,298.15,286.96,284.78,284.09,283.15,283.96
390432,342.02,309.53,298.15,286.96,284.84,284.15,283.15,283.96
390569,341.96,309.53,298.15,286.96,284.84,284.15,283.15,283.96
390707,341.96,309.53,298.15,286.96,284.84,284.09,283.15,283.96
390844,341.84,309.53,298.15,286.96,284.84,284.09,283.15,283.96
390981,341.84,309.53,298.15,287.03,284.78,284.15,283.15,283.96
391118,341.77,309.53,298.15,286.96,284.78,284.15,283.15,283.96
391257,341.77,309.53,298.15,286.96,284.78,284.15,283.15,284.03
391394,341.65,309.53,298.15,287.03,284.78,284.09,283.15,284.03
391531,341.65,309.53,298.15,287.03,284.78,284.09,283.15,283.96
391668,341.52,309.53,298.15,287.03,284.78,284.15,283.21,283.96
391805,341.46,309.46,298.15,287.03,284.78,284.15,283.21,283.96
391944,341.46,309.46,298.09,287.03,284.84,284.15,283.15,283.96
392081,341.4,309.46,298.09,287.03,284.84,284.09,283.15,283.96
392218,341.4,309.46,298.15,287.03,284.84,284.09,283.15,283.96
392355,341.27,309.53,298.15,287.03,284.84,284.09,283.15,283.96
392493,341.27,309.53,298.15,287.03,284.78,284.09,283.15,283.96
392631,341.15,309.46,298.15,287.03,284.78,284.15,283.21,283.96
392768,341.15,309.53,298.15,287.03,284.78,284.15,283.21,284.03
392905,341.09,309.53,298.15,287.03,284.78,284.15,283.15,284.03
393042,340.96,309.53,298.15,287.03,284.78,284.15,283.15,283.96
393180,340.96,309.53,298.21,287.03,284.78,284.09,283.21,283.96
393317,340.84,309.53,298.21,287.03,284.78,284.15,283.21,283.96
393455,340.84,309.53,298.15,287.03,284.84,284.15,283.21,283.9
393592,340.77,309.46,298.15,287.03,284.84,284.09,283.21,283.9
393730,340.77,309.4,298.15,287.03,284.84,284.09,283.21,283.9
393867,340.65,309.4,298.15,287.03,284.84,284.09,283.21,283.9
394004,340.65,309.46,298.15,287.03,284.84,284.09,283.21,283.9
394142,340.59,309.46,298.21,287.03,284.84,284.09,283.21,283.9
394279,340.59,309.46,298.21,287.03,284.84,284.09,283.21,283.9
394417,340.46,309.46,298.21,287.03,284.78,284.15,283.21,283.9
394554,340.4,309.4,298.21,286.96,284.78,284.09,283.21,283.9
394691,340.4,309.4,298.15,286.96,284.84,284.09,283.21,283.96
394829,340.27,309.4,298.15,287.03,284.84,284.15,283.21,283.96
394967,340.27,309.46,298.15,287.03,284.84,284.15,283.21,283.9
395104,340.21,309.46,298.15,287.03,284.84,284.15,283.15,283.9
395241,340.21,309.4,298.15,287.03,284.84,284.15,283.15,283.9
395378,340.09,309.4,298.21,287.03,284.84,284.15,283.21,283.9
395515,340.09,309.46,298.21,286.96,284.84,284.15,283.21,283.9
395654,340.02,309.46,298.21,286.96,284.84,284.15,283.15,283.9
395791,339.9,309.46,298.15,287.03,284.84,284.15,283.15,283.9
395928,339.9,309.46,298.15,287.03,284.84,284.15,283.15,283.9
396065,339.84,309.46,298.21,287.03,284.84,284.15,283.21,283.9
396203,339.84,309.46,298.21,287.03,284.84,284.15,283.21,283.9
396341,339.71,309.46,298.21,287.03,284.84,284.15,283.21,283.84
396478,339.71,309.4,298.21,287.03,284.84,284.15,283.21,283.84
396615,339.59,309.4,298.21,287.03,284.84,284.15,283.21,283.84
396752,339.59,309.4,298.21,287.03,284.84,284.15,283.21,283.84
396890,339.52,309.4,298.21,287.03,284.84,284.15,283.21,283.84
397027,339.4,309.4,298.21,287.03,284.84,284.15,283.21,283.9
397165,339.4,309.4,298.21,287.03,284.84,284.15,283.21,283.9
397302,339.34,309.4,298.21,287.03,284.84,284.15,283.28,283.84
397440,339.34,309.4,298.21,287.03,284.9,284.15,283.28,283.84
397577,339.21,309.4,298.21,287.03,284.9,284.15,283.21,283.84
397714,339.21,309.4,298.21,287.03,284.84,284.15,283.21,283.84
397852,339.09,309.4,298.21,287.09,284.84,284.15,283.21,283.9
397989,339.09,309.4,298.21,287.09,284.84,284.15,283.21,283.84
398127,339.02,309.4,298.21,287.03,284.84,284.15,283.21,283.84
398264,339.02,309.4,298.21,287.03,284.84,284.21,283.28,283.84
398401,338.9,309.34,298.21,287.09,284.84,284.21,283.28,283.84
398538,338.77,309.34,298.21,287.09,284.84,284.15,283.21,283.84
398676,338.77,309.34,298.15,287.09,284.9,284.15,283.21,283.84
398814,338.71,309.34,298.15,287.09,284.9,284.21,283.28,283.84
398951,338.71,309.34,298.21,287.03,284.84,284.21,283.28,283.84
399088,338.65,309.34,298.21,287.03,284.84,284.21,283.28,283.84
399225,338.65,309.34,298.21,287.09,284.9,284.15,283.28,283.84
399364,338.46,309.34,298.21,287.09,284.84,284.15,283.21,283.84
399501,338.46,309.34,298.21,287.03,284.84,284.15,283.21,283.84
399638,338.4,309.34,298.21,287.09,284.9,284.15,283.21,283.78
399775,338.34,309.34,298.21,287.09,284.9,284.15,283.21,283.78
399912,338.34,309.34,298.27,287.09,284.9,284.15,283.21,283.78
400051,338.15,309.34,298.27,287.09,284.9,284.21,283.28,283.78
400188,338.15,309.34,298.21,287.09,284.84,284.15,283.28,283.84
400325,338.09,309.28,298.21,287.09,284.84,284.15,283.21,283.84
400462,338.09,309.28,298.27,287.09,284.84,284.21,283.21,283.78
400600,338.02,309.28,298.21,287.09,284.9,284.21,283.28,283.78
400738,338.02,309.28,298.21,287.09,284.9,284.21,283.28,283.78
400875,337.9,309.28,298.21,287.09,284.9,284.21,283.28,283.78
401012,337.77,309.28,298.21,287.09,284.9,284.21,283.28,283.78
401149,337.77,309.28,298.27,287.09,284.9,284.21,283.28,283.78
401287,337.65,309.28,298.21,287.09,284.9,284.21,283.28,283.78
401425,337.65,309.28,298.21,287.09,284.9,284.15,283.28,283.71
401562,337.59,309.28,298.21,287.09,284.9,284.15,283.28,283.78
401699,337.59,309.21,298.21,287.09,284.96,284.15,283.28,283.78
401837,337.46,309.21,298.15,287.09,284.96,284.15,283.28,283.78
401974,337.46,309.21,298.15,287.09,284.9,284.28,283.28,283.78
402111,337.34,309.21,298.21,287.09,284.9,284.28,283.28,283.78
402249,337.27,309.21,298.21,287.09,284.9,284.15,283.28,283.78
402386,337.27,309.21,298.21,287.09,284.9,284.15,283.28,283.78
402524,337.09,309.21,298.27,287.09,284.9,284.15,283.28,283.71
402661,337.09,309.15,298.27,287.09,284.9,284.21,283.28,283.71
402798,337.03,309.15,298.21,287.15,284.9,284.21,283.28,283.78
402936,337.03,309.21,298.21,287.15,284.9,284.21,283.34,283.78
403074,336.9,309.21,298.27,287.09,284.9,284.21,283.34,283.71
403211,336.9,309.15,298.27,287.09,284.9,284.21,283.28,283.71
403348,336.84,309.15,298.27,287.09,284.9,284.21,283.28,283.84
403485,336.84,309.15,298.21,287.09,284.9,284.21,283.28,283.71
403623,336.71,309.15,298.21,287.09,284.9,284.15,283.28,283.71
403761,336.59,309.15,298.21,287.09,284.9,284.15,283.34,283.71
403898,336.59,309.15,298.21,287.09,284.9,284.21,283.34,283.71
404035,336.53,309.15,298.21,287.09,284.9,284.21,283.34,283.71
404172,336.53,309.09,298.21,287.09,284.9,284.21,283.34,283.71
404310,336.34,309.09,298.21,287.15,284.9,284.21,283.34,283.71
404448,336.34,309.09,298.27,287.15,284.9,284.21,283.28,283.71
404585,336.21,309.09,298.27,287.09,284.9,284.21,283.28,283.71
404722,336.21,309.09,298.27,287.09,284.9,284.21,283.34,283.71
404859,336.15,309.09,298.27,287.15,284.9,284.21,283.34,283.71
404997,336.03,309.09,298.21,287.15,284.9,284.21,283.28,283.71
405135,336.03,309.09,298.15,287.09,284.9,284.21,283.28,283.71
405272,335.9,309.03,298.15,287.09,284.9,284.21,283.28,283.65
405409,335.9,309.03,298.21,287.15,284.9,284.21,283.28,283.65
405547,335.84,309.03,298.21,287.15,284.9,284.21,283.28,283.65
405684,335.84,309.03,298.27,287.09,284.96,284.21,283.34,283.65
405822,335.65,309.03,298.27,287.09,284.96,284.21,283.34,283.65
405959,335.65,309.03,298.21,287.09,284.9,284.21,283.28,283.71
406096,335.53,308.96,298.21,287.09,284.96,284.21,283.28,283.71
406234,335.46,308.96,298.21,287.09,284.96,284.21,283.34,283.65
406371,335.46,308.96,298.21,287.09,284.96,284.21,283.34,283.65
406508,335.34,308.9,298.21,287.09,284.96,284.21,283.34,283.65
406646,335.34,308.9,298.21,287.09,284.9,284.21,283.34,283.65
406784,335.21,308.9,298.21,287.09,284.9,284.21,283.34,283.65
406921,335.21,308.9,298.21,287.09,284.96,284.21,283.28,283.65
407058,335.15,308.96,298.21,287.09,284.96,284.28,283.28,283.65
407195,335.15,308.9,298.21,287.09,284.96,284.28,283.34,283.59
407333,334.96,308.9,298.21,287.09,284.96,284.21,283.34,283.65
407471,334.9,308.9,298.21,287.09,284.96,284.21,283.34,283.65
407608,334.9,308.9,298.15,287.09,284.9,284.21,283.34,283.59
407745,334.78,308.9,298.15,287.09,284.9,284.21,283.34,283.59
407882,334.78,308.9,298.15,287.09,284.9,284.21,283.34,283.59
408020,334.71,308.84,298.15,287.09,284.9,284.21,283.34,283.59
408158,334.71,308.84,298.15,287.09,284.9,284.21,283.28,283.53
408295,334.53,308.84,298.21,287.09,284.9,284.21,283.28,283.53
408432,334.53,308.84,298.21,287.15,284.96,284.21,283.34,283.53
408569,334.46,308.84,298.21,287.15,284.96,284.28,283.34,283.53
408707,334.34,308.78,298.21,287.09,284.96,284.28,283.34,283.53
408845,334.34,308.78,298.21,287.09,284.9,284.21,283.34,283.59
408982,334.21,308.71,298.21,287.15,284.9,284.21,283.34,283.59
409119,334.21,308.71,298.21,287.15,284.9,284.21,283.34,283.53
409256,334.09,308.71,298.21,287.09,284.9,284.21,283.34,283.59
409394,334.09,308.71,298.21,287.09,284.9,284.21,283.34,283.59
409532,333.96,308.71,298.21,287.09,284.9,284.28,283.34,283.53
409669,333.96,308.65,298.21,287.09,284.96,284.28,283.34,283.53
409806,333.9,308.65,298.21,287.15,284.96,284.21,283.34,283.53
409944,333.71,308.65,298.21,287.15,284.96,284.21,283.34,283.53
410081,333.71,308.65,298.21,287.09,284.96,284.21,283.4,283.53
410219,333.65,308.65,298.15,287.09,284.96,284.21,283.4,283.59
410356,333.65,308.65,298.15,287.09,284.9,284.21,283.34,283.59
410493,333.53,308.65,298.15,287.15,284.9,284.21,283.34,283.53
410631,333.53,308.65,298.15,287.15,284.96,284.21,283.34,283.53
410768,333.46,308.65,298.15,287.09,284.96,284.28,283.34,283.53
410905,333.46,308.59,298.15,287.09,284.9,284.28,283.34,283.53
411043,333.34,308.59,298.15,287.15,284.9,284.28,283.34,283.53
411181,333.15,308.59,298.15,287.15,284.9,284.28,283.34,283.59
411318,333.15,308.59,298.15,287.15,284.9,284.21,283.34,283.59
411455,333.09,308.59,298.15,287.15,284.9,284.21,283.34,283.53
411592,333.09,308.53,298.21,287.15,284.9,284.21,283.4,283.53
411730,333.03,308.53,298.21,287.15,284.9,284.28,283.34,283.53
411868,333.03,308.53,298.15,287.15,284.9,284.28,283.34,283.53
412005,332.9,308.53,298.15,287.15,284.9,284.28,283.4,283.53
412142,332.9,308.53,298.15,287.15,284.96,284.28,283.4,283.53
412279,332.78,308.53,298.15,287.15,284.96,284.28,283.34,283.53
412417,332.78,308.53,298.15,287.15,284.96,284.28,283.34,283.53
412555,332.71,308.46,298.15,287.09,284.96,284.21,283.4,283.53
412692,332.59,308.46,298.15,287.09,284.96,284.28,283.4,283.53
412829,332.59,308.46,298.15,287.15,285.03,284.28,283.34,283.46
412966,332.46,308.4,298.15,287.15,285.03,284.28,283.4,283.46
413104,332.46,308.4,298.15,287.09,284.96,284.28,283.4,283.46
413242,332.34,308.4,298.15,287.09,284.96,284.28,283.4,283.46
413379,332.34,308.4,298.15,287.15,284.96,284.28,283.4,283.53
413516,332.28,308.4,298.09,287.15,284.96,284.28,283.34,283.53
413654,332.28,308.4,298.09,287.09,284.96,284.28,283.34,283.46
413791,332.09,308.34,298.09,287.09,284.96,284.21,283.4,283.46
413929,332.03,308.34,298.09,287.09,284.96,284.28,283.4,283.46
414066,332.03,308.34,298.15,287.09,284.96,284.28,283.4,283.46
414203,331.9,308.34,298.15,287.09,284.96,284.28,283.34,283.46
414341,331.9,308.34,298.09,287.15,284.96,284.28,283.34,283.46
414478,331.84,308.28,298.09,287.15,284.96,284.28,283.4,283.46
414616,331.84,308.28,298.09,287.09,284.96,284.28,283.4,283.46
414753,331.65,308.28,298.09,287.09,284.96,284.21,283.4,283.46
414891,331.65,308.28,298.09,287.09,284.96,284.21,283.4,283.46
415028,331.53,308.28,298.09,287.09,284.96,284.28,283.34,283.46
415165,331.46,308.28,298.09,287.09,284.96,284.28,283.4,283.46
415303,331.46,308.28,298.09,287.09,285.03,284.28,283.4,283.46
415440,331.34,308.21,298.09,287.09,285.03,284.21,283.4,283.46
415578,331.34,308.21,298.09,287.09,284.96,284.21,283.4,283.46
415715,331.21,308.21,298.09,287.09,284.96,284.28,283.34,283.46
415852,331.21,308.09,298.09,287.09,285.03,284.28,283.34,283.46
415990,331.09,308.09,298.02,287.09,285.03,284.21,283.4,283.46
416128,331.09,308.15,298.02,287.09,284.96,284.28,283.4,283.46
416265,330.96,308.15,298.09,287.15,284.96,284.28,283.4,283.46
416402,330.9,308.09,298.02,287.15,284.96,284.21,283.34,283.46
416539,330.9,308.09,298.02,287.09,284.96,284.21,283.34,283.46
416677,330.71,308.09,298.09,287.15,284.96,284.21,283.4,283.46
416815,330.71,308.09,298.09,287.15,285.03,284.21,283.4,283.46
416952,330.59,308.09,298.02,287.15,285.03,284.28,283.4,283.46
417089,330.59,308.03,298.02,287.15,285.03,284.28,283.4,283.46
417226,330.59,308.03,298.02,287.09,285.03,284.28,283.34,283.46
417363,330.59,308.03,298.09,287.09,284.96,284.28,283.4,283.46
417502,330.4,308.03,298.09,287.09,284.96,284.28,283.4,283.46
417639,330.34,308.03,298.09,287.09,284.96,284.28,283.4,283.4
417776,330.34,308.03,298.09,287.09,284.96,284.28,283.4,283.4
417913,330.21,308.03,298.02,287.09,284.96,284.28,283.4,283.4
418051,330.21,307.96,298.09,287.15,285.03,284.28,283.4,283.4
418189,330.09,307.96,298.09,287.15,285.03,284.28,283.46,283.4
418326,330.09,307.9,298.02,287.09,285.03,284.28,283.46,283.34
418463,330.03,307.9,298.02,287.09,285.03,284.28,283.4,283.34
418600,330.03,307.9,298.02,287.09,284.96,284.28,283.4,283.4
418738,329.9,307.9,298.02,287.15,284.96,284.28,283.4,283.4
418876,329.84,307.9,298.02,287.15,285.03,284.28,283.4,283.34
419013,329.84,307.84,298.02,287.15,285.03,284.28,283.4,283.34
419150,329.65,307.84,298.02,287.15,284.96,284.28,283.4,283.34
419288,329.65,307.84,298.02,287.09,284.96,284.28,283.4,283.34
419425,329.53,307.84,298.02,287.09,284.96,284.34,283.4,283.34
419563,329.53,307.78,298.02,287.15,284.96,284.28,283.34,283.34
419700,329.46,307.78,298.02,287.15,284.96,284.28,283.34,283.34
419837,329.4,307.78,298.02,287.09,284.96,284.28,283.34,283.34
419975,329.4,307.71,297.96,287.09,284.96,284.28,283.34,283.34
420112,329.28,307.71,297.96,287.15,284.96,284.28,283.4,283.34
420250,329.28,307.71,297.96,287.15,284.96,284.28,283.4,283.34
420387,329.15,307.71,297.96,287.09,285.03,284.34,283.4,283.34
420525,329.15,307.71,298.02,287.09,285.03,284.34,283.4,283.34
420662,329.03,307.71,298.02,287.09,285.03,284.28,283.4,283.34
420799,329.03,307.71,297.96,287.15,285.03,284.28,283.4,283.34
420937,328.96,307.65,297.96,287.15,285.03,284.28,283.4,283.34
421074,328.84,307.65,297.96,287.09,285.03,284.34,283.4,283.28
421212,328.84,307.65,297.96,287.09,285.03,284.34,283.4,283.28
421349,328.78,307.65,297.96,287.15,285.03,284.34,283.4,283.28
421486,328.78,307.65,297.96,287.15,285.03,284.34,283.4,283.28
421624,328.65,307.59,297.96,287.09,284.96,284.28,283.46,283.28
421762,328.65,307.59,297.96,287.09,284.96,284.28,283.4,283.28
421899,328.59,307.59,297.96,287.09,285.03,284.28,283.4,283.28
422036,328.59,307.59,297.96,287.09,285.03,284.28,283.46,283.28
422173,328.46,307.53,297.9,287.15,285.03,284.28,283.46,283.28
422311,328.34,307.53,297.9,287.15,285.03,284.28,283.4,283.28
422449,328.34,307.53,297.96,287.09,285.03,284.28,283.4,283.34
422586,328.28,307.46,297.96,287.09,285.03,284.28,283.4,283.34
422723,328.28,307.46,297.96,287.15,285.03,284.28,283.4,283.28
422860,328.21,307.46,297.96,287.15,285.03,284.34,283.46,283.28
422998,328.21,307.46,297.96,287.15,285.03,284.28,283.46,283.28
423136,328.09,307.46,297.9,287.09,285.03,284.28,283.46,283.28
423273,328.09,307.46,297.9,287.09,285.03,284.28,283.46,283.28
423410,327.96,307.4,297.9,287.09,285.03,284.28,283.46,283.28
423547,327.84,307.4,297.9,287.09,285.03,284.28,283.4,283.28
423685,327.84,307.4,297.9,287.09,285.03,284.28,283.4,283.21
423823,327.78,307.34,297.9,287.09,285.03,284.28,283.46,283.21
423960,327.78,307.34,297.9,287.15,285.03,284.28,283.46,283.28
424097,327.65,307.34,297.96,287.15,285.09,284.34,283.46,283.28
424235,327.65,307.28,297.96,287.09,285.09,284.28,283.46,283.28
424372,327.59,307.28,297.9,287.09,285.03,284.28,283.46,283.21
424510,327.59,307.28,297.9,287.15,285.03,284.28,283.46,283.21
424647,327.53,307.28,297.9,287.15,285.03,284.28,283.46,283.21
424784,327.34,307.28,297.9,287.09,285.03,284.28,283.4,283.21
424922,327.34,307.28,297.9,287.03,285.03,284.28,283.4,283.21
425059,327.34,307.28,297.9,287.03,285.03,284.34,283.46,283.21
425197,327.34,307.21,297.9,287.09,285.03,284.34,283.46,283.21
425334,327.15,307.21,297.9,287.09,284.96,284.28,283.46,283.21
425472,327.15,307.15,297.9,287.15,284.96,284.28,283.46,283.21
425609,327.15,307.15,297.9,287.15,285.03,284.28,283.46,283.21
425746,327.15,307.21,297.9,287.09,285.03,284.34,283.46,283.21
425884,327.03,307.21,297.9,287.09,285.03,284.34,283.46,283.21
426021,326.9,307.15,297.9,287.09,285.09,284.34,283.4,283.21
426159,326.9,307.15,297.9,287.09,285.09,284.34,283.4,283.21
426296,326.78,307.15,297.9,287.09,285.03,284.28,283.4,283.21
426433,326.78,307.15,297.9,287.09,285.03,284.28,283.46,283.21
426570,326.78,307.15,297.9,287.09,284.96,284.28,283.46,283.21
426708,326.78,307.03,297.84,287.09,284.96,284.34,283.4,283.21
426846,326.65,307.03,297.84,287.09,285.03,284.34,283.4,283.21
426983,326.65,307.09,297.84,287.15,285.03,284.28,283.4,283.21
427120,326.59,307.09,297.84,287.15,285.03,284.28,283.4,283.21
427257,326.46,307.09,297.84,287.09,284.96,284.28,283.46,283.15
427396,326.46,306.96,297.84,287.09,284.96,284.28,283.46,283.15
427533,326.34,306.96,297.84,287.09,285.03,284.28,283.46,283.15
427670,326.34,307.03,297.84,287.09,285.03,284.34,283.46,283.21
427807,326.28,307.03,297.84,287.09,285.03,284.34,283.46,283.21
427944,326.28,306.96,297.84,287.09,285.03,284.34,283.46,283.15
428083,326.15,306.96,297.84,287.09,284.96,284.34,283.46,283.15
428220,326.15,306.96,297.84,287.09,284.96,284.28,283.46,283.15
428357,326.09,306.96,297.84,287.09,285.03,284.28,283.46,283.15
428494,326.03,306.96,297.84,287.09,285.03,284.34,283.46,283.15
428632,326.03,306.9,297.84,287.09,285.03,284.34,283.46,283.15
428770,325.9,306.9,297.84,287.09,285.09,284.34,283.46,283.15
428907,325.9,306.9,297.84,287.09,285.09,284.34,283.46,283.09
429044,325.84,306.9,297.84,287.09,285.03,284.34,283.46,283.09
429181,325.84,306.9,297.84,287.09,285.03,284.34,283.46,283.15
429319,325.78,306.84,297.84,287.09,285.09,284.34,283.46,283.15
429456,325.78,306.84,297.84,287.09,285.09,284.34,283.46,283.15
429594,325.65,306.78,297.77,287.09,285.03,284.34,283.46,283.09
429731,325.59,306.78,297.77,287.09,285.03,284.34,283.46,283.09
429869,325.59,306.78,297.77,287.03,285.03,284.34,283.46,283.15
430006,325.46,306.71,297.77,287.03,285.09,284.34,283.46,283.15
430143,325.46,306.71,297.77,287.09,285.09,284.34,283.46,283.15
430281,325.4,306.71,297.77,287.09,285.03,284.34,283.46,283.15
430418,325.4,306.71,297.77,287.09,285.03,284.34,283.46,283.15
430556,325.28,306.71,297.77,287.09,285.03,284.34,283.46,283.15
430693,325.21,306.71,297.77,287.09,285.03,284.34,283.46,283.15
430830,325.21,306.71,297.77,287.09,285.03,284.34,283.46,283.15
430968,325.15,306.65,297.77,287.09,285.03,284.28,283.46,283.15
431106,325.15,306.65,297.77,287.09,285.09,284.34,283.46,283.09
431243,325.09,306.65,297.77,287.09,285.03,284.34,283.46,283.09
431380,325.09,306.65,297.77,287.09,285.03,284.34,283.53,283.09
431517,324.96,306.65,297.77,287.09,285.03,284.34,283.53,283.09
431654,324.96,306.65,297.77,287.09,285.03,284.34,283.46,283.09
431792,324.84,306.65,297.77,287.09,285.09,284.34,283.46,283.15
431930,324.78,306.59,297.77,287.03,285.09,284.28,283.46,283.15
432067,324.78,306.59,297.77,287.03,285.03,284.34,283.46,283.09
432204,324.78,306.53,297.71,287.09,285.03,284.34,283.46,283.09
432342,324.78,306.53,297.71,287.09,285.03,284.34,283.46,283.03
432479,324.71,306.53,297.77,287.09,285.03,284.34,283.46,283.03
432616,324.71,306.53,297.77,287.09,285.03,284.34,283.46,283.03
432754,324.53,306.53,297.71,287.03,285.03,284.34,283.46,283.03
432891,324.53,306.53,297.71,287.03,285.03,284.34,283.53,283.03
433029,324.53,306.53,297.71,287.03,285.09,284.34,283.46,283.03
433166,324.4,306.53,297.71,287.03,285.09,284.34,283.46,283.03
433303,324.4,306.53,297.71,287.09,285.03,284.4,283.53,282.96
433440,324.34,306.46,297.71,287.03,285.03,284.4,283.53,282.96
433579,324.34,306.46,297.71,287.03,285.03,284.34,283.53,282.96
433716,324.28,306.46,297.71,287.09,285.03,284.34,283.53,283.03
433853,324.28,306.4,297.71,287.09,285.09,284.34,283.46,283.03
433990,324.15,306.4,297.71,287.09,285.03,284.34,283.46,282.96
434127,324.15,306.4,297.71,287.09,285.03,284.34,283.46,282.96
434265,324.15,306.4,297.71,287.09,285.09,284.34,283.53,282.96
434402,324.03,306.4,297.65,287.09,285.09,284.4,283.53,282.96
434540,324.03,306.4,297.65,287.03,285.09,284.34,283.53,282.96
434677,323.96,306.34,297.71,287.03,285.09,284.34,283.53,282.96
434814,323.96,306.28,297.65,287.03,285.03,284.34,283.53,282.96
434952,323.9,306.28,297.65,287.03,285.03,284.34,283.53,283.03
435089,323.9,306.28,297.65,287.03,285.09,284.34,283.46,282.96
435226,323.71,306.28,297.65,287.03,285.09,284.34,283.46,282.96
435364,323.71,306.28,297.65,287.09,285.09,284.34,283.46,282.96
435502,323.71,306.28,297.65,287.03,285.09,284.34,283.53,282.96
435639,323.53,306.28,297.71,287.03,285.09,284.34,283.53,282.96
435776,323.53,306.28,297.71,287.03,285.03,284.4,283.53,282.96
435913,323.53,306.28,297.71,287.03,285.03,284.4,283.53,282.9
436050,323.53,306.21,297.65,287.03,285.03,284.34,283.53,282.96
436188,323.4,306.21,297.65,287.03,285.03,284.34,283.53,282.96
436326,323.4,306.21,297.65,287.03,285.03,284.34,283.53,283.03
436463,323.4,306.21,297.65,287.03,285.03,284.34,283.53,283.03
