Date,19/02/2020,Material,Aluminum,,,,,
Time,TempOne,TempTwo,TempThree,TempFour,TempFive,TempSix,TempSeven,Atmospheric
51164,346.84,332.15,320.21,310.59,303.52,296.96,293.77,280.34
51301,346.77,332.15,320.21,310.59,303.59,297.02,293.77,280.34
51438,346.77,332.03,320.21,310.59,303.59,297.02,293.77,280.34
51575,346.59,332.03,320.21,310.59,303.52,296.96,293.77,280.28
51713,346.59,332.03,320.15,310.59,303.52,296.96,293.77,280.28
51850,346.46,331.96,320.15,310.59,303.52,296.96,293.77,280.34
51987,346.46,331.96,320.15,310.59,303.52,296.96,293.77,280.34
52124,346.4,331.9,320.15,310.59,303.52,296.96,293.77,280.34
52262,346.4,331.9,320.09,310.59,303.52,296.96,293.77,280.4
52400,346.34,331.9,320.09,310.59,303.52,296.96,293.77,280.4
52537,346.27,331.9,320.09,310.59,303.52,297.02,293.77,280.28
52674,346.27,331.9,320.09,310.59,303.52,297.02,293.77,280.28
52811,346.21,331.9,320.09,310.59,303.52,296.96,293.77,280.4
52948,346.21,331.78,320.09,310.59,303.52,296.96,293.77,280.34
53086,346.09,331.78,320.09,310.59,303.59,296.96,293.71,280.34
53223,346.09,331.78,320.03,310.59,303.59,297.02,293.71,280.34
53360,345.96,331.78,320.03,310.59,303.59,297.02,293.77,280.34
53498,345.96,331.78,320.03,310.59,303.52,297.02,293.77,280.34
53636,345.96,331.71,320.03,310.59,303.52,297.02,293.77,280.34
53773,345.96,331.71,320.03,310.53,303.59,297.02,293.77,280.4
53910,345.84,331.65,320.03,310.53,303.59,297.02,293.77,280.34
54047,345.77,331.59,320.03,310.59,303.59,297.02,293.77,280.34
54184,345.77,331.59,319.96,310.59,303.59,297.02,293.77,280.34
54322,345.77,331.53,319.96,310.59,303.52,297.02,293.77,280.34
54459,345.77,331.53,319.96,310.59,303.52,297.02,293.77,280.34
54597,345.59,331.59,319.96,310.59,303.59,297.02,293.77,280.34
54734,345.59,331.59,319.96,310.59,303.59,296.96,293.77,280.4
54872,345.52,331.46,319.96,310.59,303.59,296.96,293.77,280.34
55009,345.52,331.46,319.96,310.53,303.59,297.02,293.77,280.34
55146,345.46,331.46,319.9,310.53,303.59,297.02,293.77,280.34
55283,345.4,331.4,319.9,310.59,303.59,297.02,293.77,280.34
55420,345.4,331.4,319.9,310.59,303.59,297.02,293.77,280.34
55558,345.34,331.4,319.9,310.59,303.59,297.09,293.77,280.4
55696,345.34,331.4,319.9,310.59,303.59,297.02,293.77,280.4
55833,345.21,331.28,319.9,310.59,303.59,297.02,293.77,280.34
55970,345.21,331.28,319.9,310.59,303.59,297.09,293.77,280.34
56108,345.15,331.28,319.9,310.59,303.59,297.09,293.77,280.34
56245,345.15,331.28,319.9,310.59,303.59,297.09,293.77,280.34
56382,345.09,331.28,319.84,310.53,303.59,297.09,293.77,280.34
56519,345.09,331.21,319.84,310.53,303.59,297.09,293.77,280.34
56656,345.02,331.21,319.84,310.53,303.59,297.09,293.77,280.34
56794,344.9,331.15,319.84,310.53,303.59,297.09,293.71,280.34
56932,344.9,331.15,319.84,310.53,303.59,297.09,293.71,280.34
57069,344.84,331.15,319.78,310.53,303.59,297.09,293.77,280.34
57206,344.84,331.15,319.78,310.53,303.59,297.15,293.77,280.34
57344,344.77,331.09,319.78,310.53,303.59,297.15,293.77,280.4
57481,344.77,331.03,319.78,310.53,303.59,297.09,293.77,280.34
57618,344.65,331.03,319.71,310.59,303.65,297.09,293.77,280.34
57755,344.65,331.03,319.78,310.59,303.65,297.15,293.77,280.4
57892,344.59,331.03,319.78,310.53,303.59,297.09,293.77,280.4
58031,344.52,330.9,319.65,310.53,303.59,297.09,293.77,280.34
58168,344.52,330.9,319.65,310.53,303.59,297.15,293.71,280.34
58305,344.46,330.9,319.71,310.53,303.65,297.15,293.71,280.4
58442,344.46,330.9,319.71,310.53,303.65,297.09,293.77,280.34
58579,344.4,330.9,319.65,310.53,303.65,297.09,293.77,280.34
58717,344.4,330.84,319.65,310.53,303.65,297.09,293.77,280.34
58854,344.27,330.84,319.65,310.53,303.65,297.09,293.77,280.34
58991,344.27,330.78,319.59,310.53,303.65,297.09,293.77,280.34
59128,344.21,330.78,319.59,310.46,303.65,297.15,293.77,280.34
59267,344.21,330.78,319.65,310.46,303.65,297.15,293.77,280.34
59404,344.15,330.78,319.65,310.53,303.65,297.15,293.71,280.34
59541,344.09,330.71,319.59,310.53,303.59,297.15,293.71,280.34
59678,344.09,330.65,319.59,310.53,303.59,297.15,293.77,280.34
59815,343.96,330.65,319.59,310.53,303.65,297.15,293.77,280.34
59953,343.96,330.65,319.59,310.46,303.65,297.15,293.77,280.34
60090,343.9,330.65,319.59,310.46,303.65,297.15,293.77,280.4
60227,343.9,330.59,319.59,310.46,303.65,297.15,293.71,280.4
60365,343.84,330.59,319.59,310.46,303.65,297.15,293.71,280.34
60503,343.84,330.53,319.53,310.46,303.65,297.15,293.71,280.34
60640,343.77,330.53,319.53,310.46,303.59,297.21,293.77,280.34
60777,343.65,330.53,319.46,310.46,303.65,297.21,293.77,280.34
60914,343.65,330.46,319.46,310.46,303.65,297.21,293.77,280.4
61051,343.59,330.46,319.46,310.46,303.65,297.21,293.77,280.34
61189,343.59,330.46,319.46,310.46,303.65,297.15,293.77,280.34
61326,343.52,330.46,319.46,310.46,303.59,297.15,293.77,280.34
61463,343.52,330.4,319.4,310.46,303.59,297.15,293.77,280.34
61601,343.46,330.4,319.4,310.46,303.65,297.21,293.77,280.34
61739,343.46,330.4,319.4,310.46,303.65,297.21,293.77,280.34
61876,343.4,330.28,319.4,310.46,303.65,297.21,293.77,280.34
62013,343.4,330.28,319.4,310.4,303.65,297.21,293.77,280.34
62150,343.27,330.34,319.34,310.4,303.71,297.21,293.77,280.34
62287,343.21,330.34,319.34,310.4,303.65,297.21,293.77,280.34
62425,343.21,330.21,319.34,310.4,303.65,297.21,293.77,280.34
62562,343.15,330.21,319.34,310.4,303.65,297.21,293.77,280.34
62700,343.15,330.21,319.28,310.4,303.65,297.21,293.77,280.34
62837,343.02,330.15,319.28,310.4,303.71,297.21,293.77,280.34
62974,343.02,330.15,319.34,310.4,303.71,297.21,293.77,280.34
63112,342.96,330.09,319.28,310.4,303.65,297.21,293.77,280.34
63249,342.96,330.09,319.28,310.4,303.65,297.21,293.77,280.34
63386,342.9,330.09,319.21,310.4,303.65,297.27,293.71,280.34
63523,342.84,330.09,319.21,310.4,303.65,297.27,293.71,280.4
63661,342.84,330.03,319.21,310.4,303.65,297.27,293.77,280.4
63798,342.71,330.03,319.21,310.4,303.65,297.27,293.77,280.4
63936,342.71,329.96,319.21,310.4,303.65,297.21,293.77,280.34
64073,342.65,329.96,319.21,310.4,303.65,297.21,293.77,280.34
64210,342.65,329.96,319.21,310.4,303.65,297.21,293.77,280.34
64348,342.59,329.9,319.15,310.4,303.71,297.21,293.77,280.34
64485,342.59,329.9,319.15,310.4,303.71,297.21,293.77,280.34
64622,342.52,329.84,319.09,310.34,303.71,297.21,293.77,280.34
64759,342.46,329.84,319.09,310.34,303.71,297.21,293.77,280.34
64897,342.46,329.78,319.15,310.34,303.65,297.21,293.77,280.34
65035,342.4,329.78,319.09,310.34,303.65,297.21,293.77,280.34
65172,342.4,329.78,319.09,310.34,303.65,297.27,293.77,280.4
65309,342.27,329.71,319.09,310.34,303.71,297.27,293.77,280.4
